ID,Name,Nationality,Club,Position,Age,Overall,Predicted_Overall,Residual
227612,Kim Sung Ju,Korea Republic,Jeju United FC,LM,27,66,65.80999755859375,0.19
227868,C. Dieng,Senegal,FC Wacker Innsbruck,RW,24,66,65.66000366210938,0.34
233500,L. Sinisterra,Colombia,Feyenoord,RW,19,66,65.73999786376953,0.26
235548,M. Cabit,France,AC Ajaccio,LB,25,66,66.05000305175781,-0.05
236572,O. Wijndal,Netherlands,AZ Alkmaar,LB,18,66,66.08000183105469,-0.08
189724,N. Vujadinović,Montenegro,Lech Poznań,LCB,31,66,66.01000213623047,-0.01
195356,M. Delač,Croatia,AC Horsens,GK,25,66,65.95999908447266,0.04
143133,D. Herner,Argentina,América de Cali,RCB,34,66,66.08999633789062,-0.09
231197,M. Hilßner,Germany,FC Hansa Rostock,RM,23,66,66.58000183105469,-0.58
231965,Beto da Silva,Peru,Tigres U.A.N.L.,LW,21,66,65.94000244140625,0.06
238877,Bastos,Spain,CF Reus Deportiu,RB,26,66,66.19000244140625,-0.19
244509,D. Jastrzembski,Germany,Hertha BSC,LW,18,66,65.9800033569336,0.02
195357,F. Farnolle,Benin,Yeni Malatyaspor,GK,33,66,65.94000244140625,0.06
211742,M. Lorenz,Germany,Karlsruher SC,LM,29,66,66.05000305175781,-0.05
231966,K. Kallaste,Estonia,Korona Kielce,LB,29,66,65.95999908447266,0.04
245022,N. Opoku,Ghana,Udinese,CB,20,66,66.41000366210938,-0.41
144415,S. Ağçay,Turkey,MKE Ankaragücü,CDM,36,66,66.02999877929688,-0.03
239135,M. Wassey,Canada,SC Paderborn 07,CM,30,66,65.95999908447266,0.04
245023,P. Micin,Serbia,Udinese,RW,19,66,66.12999725341797,-0.13
213536,M. Crépeau,Canada,Free Agent,GK,24,66,66.3499984741211,-0.35
229152,J. Helmer,Netherlands,AZ Alkmaar,LW,20,66,66.05000305175781,-0.05
170784,C. Doudin,Switzerland,Neuchâtel Xamax,CAM,31,66,66.04000091552734,-0.04
207905,M. Mak,Poland,Piast Gliwice,RM,26,66,65.70999908447266,0.29
208929,S. Sharahili,Saudi Arabia,Al Qadisiyah,CDM,28,66,66.04000091552734,-0.04
221985,N. Datković,Croatia,Cracovia,LCB,25,66,66.0,0.0
223009,E. Lancini,Italy,Brescia,CB,24,66,65.81999969482422,0.18
230177,Jailson Acuna,Brazil,Sport Club do Recife,GK,30,66,66.08000183105469,-0.08
189217,P. Pawlett,Scotland,Milton Keynes Dons,RM,27,66,65.8499984741211,0.15
221986,J. Hardeveld,Netherlands,Heracles Almelo,CB,23,66,65.83999633789062,0.16
229154,J. Kliment,Czech Republic,VfB Stuttgart,ST,24,66,66.2300033569336,-0.23
172322,R. Goreux,Haiti,Standard de Liège,RB,30,66,66.12999725341797,-0.13
238114,C. Vargas,Mexico,Club América,LB,19,66,66.0199966430664,-0.02
242722,A. Fuenmayor,Venezuela,Houston Dynamo,RCB,21,66,66.12000274658203,-0.12
177442,R. Åhman Persson,Sweden,IK Sirius,LDM,31,66,65.88999938964844,0.11
201251,M. Slavov,Ukraine,Vendsyssel FF,ST,27,66,65.69999694824219,0.3
221475,Lee Chan Dong,Korea Republic,Jeju United FC,LCM,25,66,66.12000274658203,-0.12
223779,D. Szymański,Poland,Wisła Płock,RCM,23,66,65.70999908447266,0.29
229923,S. Stolze,Germany, SSV Jahn Regensburg,RAM,23,66,65.91000366210938,0.09
234787,B. Tekpetey,Ghana,SC Paderborn 07,RM,20,66,65.7699966430664,0.23
245283,F. El Mellali,Algeria,Angers SCO,RW,21,66,65.8499984741211,0.15
202532,M. Doughty,Wales,Swindon Town,CM,25,66,65.91999816894531,0.08
202788,M. Szczepaniak,Poland,Miedź Legnica,ST,27,66,65.69000244140625,0.31
214308,A. Martínez,Chile,Audax Italiano,LM,24,66,66.12000274658203,-0.12
185380,T. Teniste,Estonia,SK Brann,RB,30,66,66.06999969482422,-0.07
210213,G. Korte,Netherlands,NAC Breda,LM,24,66,65.69000244140625,0.31
163621,B. Alnwick,England,Bolton Wanderers,GK,31,66,65.9000015258789,0.1
231973,D. Acosta,United States,Real Salt Lake,LB,20,66,65.83999633789062,0.16
239397,B. Manu,Germany,Hallescher FC,LM,21,66,66.02999877929688,-0.03
210726,Jin Seong Wook,Korea Republic,Jeju United FC,ST,24,66,66.20999908447266,-0.21
233254,S. Akasaki,Japan,Kawasaki Frontale,ST,26,66,65.61000061035156,0.39
234534,S. N'Guessan,Ivory Coast,AS Nancy Lorraine,LDM,23,66,65.9800033569336,0.02
182822,A. Angoula,France,La Berrichonne de Châteauroux,CB,37,66,65.97000122070312,0.03
213543,K. Pedersen,Denmark,Aalborg BK,LCB,25,66,66.12000274658203,-0.12
190247,J. Brayford,England,Burton Albion,RCB,30,66,65.9800033569336,0.02
198952,S. Suciu,Romania,Venezia FC,CM,28,66,65.98999786376953,0.01
208424,M. Ricci,Italy,Spezia,CM,24,66,66.06999969482422,-0.07
229416,Morillas,Spain,CF Rayo Majadahonda,LB,31,66,66.05999755859375,-0.06
169000,K. Andersen,Belgium,SC Fortuna Köln,CAM,32,66,66.04000091552734,-0.04
242216,F. Varela,Argentina,CF Rayo Majadahonda,CAM,22,66,66.2699966430664,-0.27
189224,Júnior Negão,Brazil,Ulsan Hyundai FC,ST,31,66,66.04000091552734,-0.04
189736,F. Casarini,Italy,Ascoli,CM,28,66,66.11000061035156,-0.11
205609,J. Omolo,Kenya,KSV Cercle Brugge,CDM,28,66,65.91000366210938,0.09
210217,C. Chapman,Australia,Pohang Steelers,LCM,23,66,65.8499984741211,0.15
213801,Rúben Oliveira,Portugal,CD Aves,CAM,23,66,65.98999786376953,0.01
219689,S. Lizana,Chile,CD Palestino,CAM,25,66,65.7300033569336,0.27
221482,K. Hidalgo,Chile,CD Huachipato,CB,22,66,65.9000015258789,0.1
157482,J. Mackie,Scotland,Oxford United,ST,32,66,66.08999633789062,-0.09
237098,Han Seung Gyu,Korea Republic,Ulsan Hyundai FC,LM,21,66,65.97000122070312,0.03
230187,Narcisso Mau,Brazil,Ceará Sporting Club,LB,30,66,66.05999755859375,-0.06
240683,L. Reis,Netherlands,FC Groningen,RDM,18,66,65.94000244140625,0.06
245035,C. Gomes,France,Manchester City,CDM,17,66,65.77999877929688,0.22
239660,L. Angulo,Colombia,Independiente Medellín,LCM,22,66,65.95999908447266,0.04
183596,E. Domaschke,Germany,SV Meppen,GK,32,66,65.97000122070312,0.03
193580,M. Nizam,Turkey,Antalyaspor,LB,27,66,65.80000305175781,0.2
203309,B. Halloran,Australia,Adelaide United,RW,26,66,66.04000091552734,-0.04
210477,P. Möschl,Austria,SG Dynamo Dresden,RW,25,66,66.0999984741211,-0.1
220205,M. Milec,Slovenia,Free Agent,RB,26,66,65.93000030517578,0.07
229677,F. Bambock,France,Córdoba CF,CDM,23,66,65.62000274658203,0.38
238637,S. Vasiliadis,Germany,SC Paderborn 07,CAM,20,66,65.91999816894531,0.08
239917,Rui Silva,Portugal,Santa Clara,RB,22,66,66.04000091552734,-0.04
240685,T. van de Looi,Netherlands,FC Groningen,CM,18,66,65.83000183105469,0.17
178221,M. Orozco,United States,Lobos BUAP,RCB,32,66,65.98999786376953,0.01
208174,M. N'Doye,Senegal,GFC Ajaccio,LCM,26,66,66.43000030517578,-0.43
210990,E. Sarraj,Saudi Arabia,Ohod Club,ST,28,66,66.08000183105469,-0.08
232750,Fabio,Brazil,Gamba Osaka,LCB,29,66,65.76000213623047,0.24
202799,J. Graham,England,Ipswich Town,LM,23,66,65.86000061035156,0.14
214063,E. Farias,Chile,Deportes Iquique,CDM,29,66,65.95999908447266,0.04
217391,Mica Pinto,Portugal,Fortuna Sittard,LB,25,66,66.02999877929688,-0.03
217647,J. Tanaka,Japan,Vissel Kobe,LM,30,66,66.0,0.0
225071,B. Whiteman,England,Doncaster Rovers,CDM,22,66,65.08999633789062,0.91
230447,Nazario Serpe,Brazil,Bahia,CDM,26,66,65.41000366210938,0.59
243759,I. Arce,Argentina,San Martin de Tucumán,GK,26,66,65.88999938964844,0.11
221488,R. Hollingshead,United States,FC Dallas,LB,27,66,66.1500015258789,-0.15
230192,Botelhinonsa,Brazil,Atlético Paranaense,RB,30,66,66.18000030517578,-0.18
238385,Lim Chan Wool,Korea Republic,Gangwon FC,RW,23,66,66.0,0.0
239921,Joca,Portugal,Rio Ave FC,CAM,22,66,65.69999694824219,0.3
240689,J. Sandoval,Uruguay,Argentinos Juniors,RB,31,66,66.12999725341797,-0.13
244273,B. Knežević,Croatia,Dinamo Zagreb,CDM,21,66,65.66999816894531,0.33
196145,Y. Anchico,Colombia,Independiente Medellín,CM,34,66,65.91000366210938,0.09
226098,F. Del Sole,Italy,Pescara,RW,20,66,65.9000015258789,0.1
226866,Dálcio,Portugal,Os Belenenses,CAM,22,66,66.01000213623047,-0.01
163634,F. Cosenza,Italy,Lecce,CB,32,66,65.9000015258789,0.1
241202,P. Daka,Zambia,FC Red Bull Salzburg,ST,19,66,65.95999908447266,0.04
246066,O. Ribera,Bolivia,Free Agent,RB,26,66,65.70999908447266,0.29
200499,V. Andriuškevičius,Lithuania,DC United,LB,27,66,65.8499984741211,0.15
137267,R. Clark,United States,Columbus Crew SC,CDM,35,66,66.11000061035156,-0.11
202803,M. Angha,Switzerland,FC Sion,CB,24,66,66.37999725341797,-0.38
232755,J. Dasilva,England,Bristol City,LB,20,66,66.33999633789062,-0.34
238643,M. Bär,Germany,VfR Aalen,RS,26,66,65.9800033569336,0.02
242995,J. Mora,Costa Rica,DC United,LB,25,66,66.19000244140625,-0.19
243763,G. Rodríguez,Argentina,San Martin de Tucumán,RW,27,66,65.87000274658203,0.13
205876,F. Diarra,Mali,La Berrichonne de Châteauroux,ST,26,66,66.56999969482422,-0.57
197941,K. Igboananike,Nigeria,Örebro SK,ST,29,66,65.94000244140625,0.06
213301,S. Horvath,Austria,SG Dynamo Dresden,RM,21,66,65.83999633789062,0.16
239669,J. Levi,Sweden,Rosenborg BK,RW,22,66,66.02999877929688,-0.03
206134,D. Cole,England,Burton Albion,ST,23,66,65.88999938964844,0.11
210742,M. Hallberg,Sweden,Vejle Boldklub,RCM,22,66,66.11000061035156,-0.11
224566,Carlos Blanco,Spain,Villarreal CF,CB,22,66,65.91999816894531,0.08
241462,R. Guerra,Uruguay,Gimnàstic de Tarragona,CM,21,66,66.12000274658203,-0.12
186422,S. Scannell,Republic of Ireland,Bradford City,RM,27,66,65.88999938964844,0.11
195126,J. Marquis,England,Doncaster Rovers,ST,26,66,66.66000366210938,-0.66
202295,Park Gi Dong,Korea Republic,Suwon Samsung Bluewings,ST,29,66,65.98999786376953,0.01
222263,N. Jackers,Belgium,KRC Genk,GK,20,66,65.69000244140625,0.31
238647,M. Schröter,Germany,FSV Zwickau,RM,22,66,65.5999984741211,0.4
177719,L. Broź,Poland,Śląsk Wrocław,RB,32,66,65.88999938964844,0.11
215864,J. Dodoo,Ghana,Blackpool,LS,23,66,66.68000030517578,-0.68
228408,C. Ronan,Republic of Ireland,Walsall,CM,20,66,65.70999908447266,0.29
230200,Edenildo Lagoas,Brazil,Ceará Sporting Club,RB,30,66,66.13999938964844,-0.14
165176,S. Freis,Germany, SSV Jahn Regensburg,LM,33,66,66.05000305175781,-0.05
232760,E. Diaw,Senegal,Korona Kielce,LCB,23,66,65.88999938964844,0.11
238392,E. Owusu,France,FC Sochaux-Montbéliard,CDM,20,66,66.4000015258789,-0.4
184376,L. Vácha,Czech Republic,Sparta Praha,CDM,29,66,65.87999725341797,0.12
200505,L. Hutten,Netherlands,Fortuna Sittard,CAM,28,66,66.19999694824219,-0.2
225849,M. Dittgen,Germany,SV Wehen Wiesbaden,LM,23,66,65.69000244140625,0.31
233017,Park Han Bin,Korea Republic,Daegu FC,CM,20,66,65.95999908447266,0.04
238137,R. Matsuda,Japan,Cerezo Osaka,RB,26,66,65.44000244140625,0.56
238649,D. Frick,Germany,FSV Zwickau,LDM,28,66,65.70999908447266,0.29
241465,Chuca,Spain,Elche CF,CM,21,66,65.69000244140625,0.31
186937,A. Lamas,Uruguay,Atlético Tucumán,CB,34,66,66.0199966430664,-0.02
209210,A. Grant,Australia,Perth Glory,LCB,24,66,65.91000366210938,0.09
211002,Hwang Seok Ho,Korea Republic,Shimizu S-Pulse,RCB,29,66,65.83999633789062,0.16
224826,G. Berthier,France,Red Star FC,LM,22,66,66.16000366210938,-0.16
235834,F. Depaoli,Italy,Chievo Verona,RM,21,66,66.06999969482422,-0.07
214843,E. Godoy,Chile,Curicó Unido,CB,31,66,65.83999633789062,0.16
231227,N. Dorsch,Germany,1. FC Heidenheim 1846,RDM,20,66,65.6500015258789,0.35
235579,M. Massop,Netherlands,Waasland-Beveren,LWB,24,66,66.01000213623047,-0.01
193851,D. Blacha,Poland,VfL Osnabrück,LDM,27,66,65.80999755859375,0.19
228156,A. Angulo,Colombia,Rionegro Águilas,LB,21,66,65.80999755859375,0.19
235324,R. Niemeijer,Netherlands,FC Emmen,CAM,23,66,65.86000061035156,0.14
240956,M. Melluso,Argentina,Gimnasia y Esgrima La Plata,LB,20,66,66.51000213623047,-0.51
202301,Kim Ho Nam,Korea Republic,Jeju United FC,RM,29,66,66.04000091552734,-0.04
213822,L. Cabrera,Chile,Audax Italiano,CDM,24,66,65.80999755859375,0.19
224062,P. Dziczek,Poland,Piast Gliwice,RDM,20,66,65.72000122070312,0.28
235582,L. Badiashile,France,AS Monaco,GK,20,66,65.91000366210938,0.09
221503,H. Shipp,United States,Seattle Sounders FC,LM,26,66,65.7699966430664,0.23
190015,O. Cissokho,Senegal,US Orléans Loiret Football,LM,31,66,66.04000091552734,-0.04
192063,Ricardinho,Brazil,Wisła Płock,ST,28,66,66.33999633789062,-0.34
193087,P. Tomasik,Poland,Lech Poznań,LB,30,66,66.0999984741211,-0.1
200256,T. Leugers,Germany,SV Meppen,LDM,27,66,66.19000244140625,-0.19
232768,T. Wada,Japan,Sanfrecce Hiroshima,RB,27,66,65.63999938964844,0.36
235328,A. Beghetto,Italy,Frosinone,LM,23,66,66.29000091552734,-0.29
191552,M. Inoha,Japan,Vissel Kobe,RCM,32,66,65.87000274658203,0.13
198721,D. Cappelletti,Italy,Padova,CB,26,66,65.72000122070312,0.28
214081,D. Murillo,Colombia,Junior FC,RB,24,66,66.05999755859375,-0.06
224065,D. Blanco,Argentina,Defensa y Justicia,LCM,23,66,66.16000366210938,-0.16
235073,G. Kobel,Switzerland,TSG 1899 Hoffenheim,GK,20,66,66.0199966430664,-0.02
199746,J. Bøge,Denmark,Hobro IK,RB,28,66,65.9000015258789,0.1
205378,B. Valette,France,Nîmes Olympique,GK,25,66,65.87000274658203,0.13
170818,S. Davies,England,Blackpool,ST,30,66,66.12000274658203,-0.12
244546,F. Proia,Italy,Cittadella,LCM,22,66,66.08000183105469,-0.08
245058,O. Kiteishvili,Georgia,SK Sturm Graz,LF,22,66,66.56999969482422,-0.57
202819,C. Forrester,Republic of Ireland,Aberdeen,CDM,25,66,66.04000091552734,-0.04
214339,D. Balanta,Colombia,Junior FC,LCB,24,66,65.87000274658203,0.13
215363,L. Montipó,Italy,Benevento,GK,22,66,66.80999755859375,-0.81
224067,J. Tverskov,Denmark,Odense Boldklub,CB,25,66,66.16000366210938,-0.16
228675,D. Barinov,Russia,Lokomotiv Moscow,CDM,21,66,66.05999755859375,-0.06
169539,M. Hughes,England,Accrington Stanley,LCB,31,66,65.9800033569336,0.02
204100,S. Brandstetter,Germany,SV Wehen Wiesbaden,ST,28,66,66.0199966430664,-0.02
237892,R. Seuntjens,Netherlands,VVV-Venlo,RCM,29,66,65.94000244140625,0.06
207429,D. Samuel,England,Blackburn Rovers,ST,24,66,66.11000061035156,-0.11
219461,E. Palmer-Brown,United States,NAC Breda,LCB,21,66,65.87000274658203,0.13
219717,Y. González,Colombia,Junior FC,CAM,23,66,65.94999694824219,0.05
223813,D. van Bruggen,Netherlands,VVV-Venlo,CB,22,66,65.87999725341797,0.12
229445,G. Pacheco,Chile,CD Universidad de Concepción,RB,29,66,65.9800033569336,0.02
229701,P. Ochs,Germany,Aalborg BK,LM,21,66,66.5199966430664,-0.52
231749,Miguelón,Spain,Villarreal CF,RB,22,66,66.08999633789062,-0.09
175941,J. Horn,Norway,Sarpsborg 08 FF,CB,31,66,65.94000244140625,0.06
205382,E. Boldewijn,Netherlands,Notts County,RM,25,66,65.93000030517578,0.07
207942,Stéfano Pinho,Brazil,Orlando City SC,ST,27,66,66.4000015258789,-0.4
220230,P. Bochniewicz,Poland,Górnik Zabrze,LCB,22,66,65.97000122070312,0.03
227398,E. Caicedo,Colombia,Deportivo Cali,CB,23,66,66.19000244140625,-0.19
235590,P. Sisniega,Mexico,Real Sociedad,GK,22,66,65.77999877929688,0.22
240454,F. Wadja,Cameroon,FC Lorient,CDM,23,66,65.86000061035156,0.14
209223,A. Al Faraj,Saudi Arabia,Al Nassr,LB,29,66,66.06999969482422,-0.07
212039,S. Al Muwallad,Saudi Arabia,Al Ahli,RB,27,66,66.22000122070312,-0.22
181831,Yang Cheng,China PR,Hebei China Fortune FC,GK,32,66,65.91999816894531,0.08
117063,N. Douchez,France,Red Star FC,GK,38,66,66.02999877929688,-0.03
212040,U. Jenssen,Norway,FC Nordsjælland,LCB,21,66,66.18000030517578,-0.18
214088,C. Dawson,England,Sheffield Wednesday,GK,22,66,66.01000213623047,-0.01
230984,F. Gino,Uruguay,Club Atlético Aldosivi,RCM,25,66,66.33999633789062,-0.34
243016,Alberto Soro,Spain,Real Zaragoza,CAM,19,66,66.18000030517578,-0.18
227145,C. Carrillo,Colombia,Millonarios FC,RCM,25,66,65.73999786376953,0.26
245065,D. Palacios,Ecuador,Willem II,LB,18,66,65.66999816894531,0.33
193865,A. Baclet,France,Cosenza,ST,32,66,66.05000305175781,-0.05
140618,E. Jääger,Estonia,Vålerenga Fotball,CB,33,66,65.94999694824219,0.05
215370,M. Hofmann,Austria,SK Rapid Wien,CB,24,66,65.7699966430664,0.23
223306,J. Jach,Poland,Çaykur Rizespor,CB,24,66,65.9800033569336,0.02
224842,G. Docherty,Scotland,Shrewsbury,LCM,21,66,66.19000244140625,-0.19
228426,L. Escorcia,Colombia,Jaguares de Córdoba,RCB,21,66,66.05999755859375,-0.06
228682,R. Rebolledo,Chile,Universidad Católica,RB,21,66,65.81999969482422,0.18
234826,Toni Martínez,Spain,CF Rayo Majadahonda,ST,21,66,66.5,-0.5
240458,Ander Guevara,Spain,Real Sociedad,CM,20,66,65.83999633789062,0.16
203851,D. Drescher,Austria,SKN St. Pölten,LCB,28,66,65.7699966430664,0.23
213835,J. Gammelby,Denmark,Brøndby IF,RB,23,66,66.08000183105469,-0.08
222027,J. Watts,United States,Houston Dynamo,CB,26,66,66.06999969482422,-0.07
171083,R. O'Donovan,Republic of Ireland,Newcastle Jets,ST,32,66,65.98999786376953,0.01
237131,J. Rodríguez,Mexico,Club León,LDM,22,66,65.69000244140625,0.31
155980,D. Bičík,Czech Republic,Sparta Praha,GK,37,66,66.05000305175781,-0.05
222540,N. Vergos,Greece,Panathinaikos FC,ST,22,66,66.13999938964844,-0.14
223052,J. Narváez,Ecuador,Free Agent,RB,27,66,66.2300033569336,-0.23
228684,R. Nyambe,Namibia,Blackburn Rovers,RB,20,66,66.0999984741211,-0.1
231244,E. Reséndez,Mexico,Monterrey,GK,22,66,66.08999633789062,-0.09
231500,D. Widgren,Sweden,Östersunds FK,LB,24,66,66.01000213623047,-0.01
178508,A. Cocco,Italy,Pescara,ST,32,66,66.0199966430664,-0.02
198733,O. Kefkir,Germany,KFC Uerdingen 05,LM,26,66,65.66000366210938,0.34
210253,J. Tutuarima,Netherlands,De Graafschap,LWB,25,66,65.91000366210938,0.09
236877,Bruno Leite,Cape Verde,FK Haugesund,CM,23,66,66.0199966430664,-0.02
204622,J. Meekings,England,Dundee FC,CB,25,66,65.80999755859375,0.19
222286,G. Lloris,France,OGC Nice,CB,22,66,65.9000015258789,0.1
211791,M. Konczkowski,Poland,Piast Gliwice,RB,24,66,65.87999725341797,0.12
213327,A. Jovanović,Australia,Jeju United FC,LCB,28,66,65.87999725341797,0.12
226127,C. Depres,France,Nîmes Olympique,ST,23,66,65.87999725341797,0.12
231247,B. Cufré,Argentina,Vélez Sarsfield,LB,21,66,66.02999877929688,-0.03
235855,J. Asoro,Sweden,Swansea City,ST,19,66,66.20999908447266,-0.21
176207,R. Boguski,Poland,Wisła Kraków,RM,34,66,65.87000274658203,0.13
184143,A. Jacobsen,Denmark,Odense Boldklub,ST,28,66,66.01000213623047,-0.01
213328,S. Miangue,Belgium,Standard de Liège,LB,21,66,65.98999786376953,0.01
214608,A. Bernal,Colombia,América de Cali,LDM,30,66,65.97000122070312,0.03
215376,E. Capradossi,Italy,Spezia,CB,22,66,66.04000091552734,-0.04
224592,F. Perucchini,Italy,Ascoli,GK,26,66,66.05000305175781,-0.05
229968,T. Agyepong,Ghana,Hibernian,LM,22,66,65.8499984741211,0.15
242768,G. Kharaishvili,Georgia,IFK Göteborg,LW,21,66,65.80999755859375,0.19
243792,Iñigo Vicente,Spain,Athletic Club de Bilbao,CAM,20,66,65.56999969482422,0.43
205393,J. Baldwin,England,Sunderland,LCB,25,66,66.23999786376953,-0.24
221521,R. Dekker,Netherlands,PEC Zwolle,CM,23,66,66.06999969482422,-0.07
225105,Cristo González,Spain,Real Madrid,ST,20,66,66.12000274658203,-0.12
234577,Diogo Costa,Portugal,FC Porto,GK,18,66,66.19000244140625,-0.19
240209,G. Koyalipou,France,Chamois Niortais Football Club,RM,18,66,65.91999816894531,0.08
243793,Alan Sousa,Brazil,Vejle Boldklub,RS,21,66,66.69000244140625,-0.69
244305,R. Ramírez,Venezuela,Fortuna Sittard,CB,22,66,65.98999786376953,0.01
184657,S. Fischer,Netherlands,Vendsyssel FF,LCB,29,66,65.95999908447266,0.04
186449,L. Kelly,Scotland,Coventry City,CDM,28,66,65.9800033569336,0.02
190545,C. Dorda,Germany,KFC Uerdingen 05,LB,29,66,65.9000015258789,0.1
202322,N. Næss,Norway,SC Heerenveen,CB,25,66,65.87000274658203,0.13
214354,D. Asprilla,Colombia,Portland Timbers,RM,26,66,65.98999786376953,0.01
232786,K. Endo,Japan,Yokohama F. Marinos,LW,20,66,66.11000061035156,-0.11
183122,B. Sævarsson,Iceland,Free Agent,RB,33,66,65.51000213623047,0.49
198740,A. Acosta,Mexico,Tigres U.A.N.L.,LB,30,66,66.16000366210938,-0.16
203348,S. Carruthers,Republic of Ireland,Oxford United,CAM,25,66,65.8499984741211,0.15
207956,P. Mpanzu,England,Luton Town,RCM,24,66,66.18000030517578,-0.18
215380,G. Milan,Argentina,Tiburones Rojos de Veracruz,CB,30,66,65.87999725341797,0.12
162388,K. Chiba,Japan,Sanfrecce Hiroshima,CB,33,66,65.88999938964844,0.11
239956,M. Boadu,Netherlands,AZ Alkmaar,ST,17,66,65.88999938964844,0.11
162901,C. Doyle,Republic of Ireland,Heart of Midlothian,GK,33,66,65.95999908447266,0.04
235093,Fran Rodríguez,Spain,UD Almería,RB,23,66,65.88999938964844,0.11
239957,S. Jakubiak,Germany,Heracles Almelo,CDM,25,66,66.01000213623047,-0.01
189013,M. Buchalik,Poland,Wisła Kraków,GK,29,66,66.33999633789062,-0.34
199510,N. Proschwitz,Germany,SV Meppen,ST,31,66,66.05999755859375,-0.06
226646,F. Banguero,Colombia,Millonarios FC,LB,29,66,65.94999694824219,0.05
228182,M. El-Shenawy,Egypt,Free Agent,GK,29,66,66.20999908447266,-0.21
232790,H. Iikura,Japan,Yokohama F. Marinos,GK,32,66,65.98999786376953,0.01
238678,K. Gehring,Germany,SG Sonnenhof Großaspach,LCB,30,66,65.97000122070312,0.03
173654,P. McGowan,Scotland,Dundee FC,CAM,30,66,66.0,0.0
178006,J. Pierazzi,France,GFC Ajaccio,CDM,33,66,65.9800033569336,0.02
181846,Wang Yongpo,China PR,Tianjin Quanjian FC,CAM,31,66,65.95999908447266,0.04
183894,M. Sánchez,Argentina,San Martín de San Juan,CDM,30,66,66.0199966430664,-0.02
203095,S. Gannon,Republic of Ireland,Dundalk,RB,26,66,65.8499984741211,0.15
240215,C. Capone,Italy,Pescara,LW,19,66,66.19999694824219,-0.2
177495,C. Taylor,England,Blackpool,LM,31,66,66.08999633789062,-0.09
193111,R. Lange,Germany,FSV Zwickau,LM,29,66,65.81999969482422,0.18
215384,A. Keita,Guinea,Os Belenenses,ST,26,66,66.19000244140625,-0.19
225368,B. Gueye,Senegal,SC Paderborn 07,LS,23,66,66.0199966430664,-0.02
239704,K. Wagner,Germany,FC Würzburger Kickers,LB,21,66,66.0999984741211,-0.1
110680,Xisco Campos,Spain,RCD Mallorca,RCB,36,66,65.9800033569336,0.02
200793,C. Robertson,Scotland,Rotherham United,LCB,24,66,65.62999725341797,0.37
139609,C. Conway,Scotland,Blackburn Rovers,LM,33,66,65.94000244140625,0.06
229721,Jajá,Brazil,Kalmar FF,CM,23,66,65.97000122070312,0.03
173401,A. Vanins,Latvia,FC Zürich,GK,38,66,66.08999633789062,-0.09
187225,O. Mendoza,Mexico,Club Tijuana,RB,29,66,66.02999877929688,-0.03
198490,A. Faltsetas,Sweden,BK Häcken,RCM,30,66,66.29000091552734,-0.29
216154,J. Elsey,Australia,Adelaide United,RCB,24,66,65.66000366210938,0.34
236378,A. Plizzari,Italy,Milan,GK,18,66,65.91999816894531,0.08
116314,D. Martin,England,Millwall,GK,32,66,66.12999725341797,-0.13
186970,Gu Cao,China PR,Henan Jianye FC,CB,30,66,65.97000122070312,0.03
235867,L. Strizzolo,Italy,Cittadella,ST,26,66,66.51000213623047,-0.51
236635,Juan Rodríguez,Spain,Real Sporting de Gijón,CB,23,66,65.8499984741211,0.15
215132,S. Moyano,Argentina,Gimnasia y Esgrima La Plata,GK,27,66,65.98999786376953,0.01
233564,A. Schetino,Uruguay,Cosenza,CDM,24,66,65.79000091552734,0.21
236636,A. Caci,France,RC Strasbourg Alsace,CDM,21,66,65.75,0.25
209757,V. Janjetović,Australia,Western Sydney Wanderers,GK,30,66,66.0,0.0
225117,N. Haas,Switzerland,Palermo,CM,22,66,66.27999877929688,-0.28
225629,T. Valls,France,Nîmes Olympique,CM,22,66,65.91000366210938,0.09
238685,P. Herrmann,Germany,Holstein Kiel,RB,30,66,66.1500015258789,-0.15
183645,C. Ramsebner,Austria,LASK Linz,RCB,29,66,65.86000061035156,0.14
205406,L. Martinelli,Italy,Foggia,LCB,29,66,65.8499984741211,0.15
145758,Freire,Brazil,Shimizu S-Pulse,LCB,28,66,65.75,0.25
155998,T. Černý,Czech Republic,Aberdeen,GK,33,66,65.94999694824219,0.05
242270,N. Spalek,Slovakia,Brescia,RW,21,66,66.06999969482422,-0.07
178014,N. Madonna,Italy,Padova,RWB,31,66,65.98999786376953,0.01
183646,M. Kobras,Austria,SCR Altach,GK,32,66,65.9800033569336,0.02
185438,N. Bärkroth,Sweden,Djurgårdens IF,RW,26,66,66.11000061035156,-0.11
205663,M. Busellato,Italy,Foggia,CM,25,66,65.91999816894531,0.08
170591,M. Stein,Germany,FC Energie Cottbus,RCB,32,66,65.94000244140625,0.06
207712,N. Bertrams,Netherlands,FC Nordsjælland,GK,25,66,66.2300033569336,-0.23
217696,A. Doukha,Algeria,Al Raed,GK,31,66,66.02999877929688,-0.03
218464,E. Quiñones,Colombia,Millonarios FC,LM,29,66,66.0,0.0
221024,A. Sørensen,Denmark, SSV Jahn Regensburg,RCB,22,66,66.22000122070312,-0.22
241248,Wang Zhuo,China PR,Guizhou Hengfeng FC,GK,28,66,66.05000305175781,-0.05
188257,B. Easton,Scotland,St. Johnstone FC,LB,30,66,66.04000091552734,-0.04
